"date","daytype","rides"
"02/09/2021","W","1,080"
"02/10/2021","W","1,054"
"02/11/2021","W","1,141"
"02/12/2021","W","1,243"
"02/13/2021","A","1,130"
"02/14/2021","U","667"
"02/15/2021","W","957"
"02/16/2021","W","1,080"
"02/17/2021","W","1,263"
"02/18/2021","W","1,262"
"02/19/2021","W","1,323"
"02/20/2021","A","1,138"
"02/21/2021","U","745"
"02/22/2021","W","1,154"
"02/23/2021","W","1,265"
"02/24/2021","W","1,214"
"02/25/2021","W","1,228"
"02/26/2021","W","1,427"
"02/27/2021","A","1,466"
"02/28/2021","U","877"
"03/01/2021","W","1,044"
"03/02/2021","W","1,187"
"03/03/2021","W","1,358"
"03/04/2021","W","1,301"
"03/05/2021","W","1,334"
"03/06/2021","A","1,395"
"03/07/2021","U","975"
"03/08/2021","W","1,264"
"03/09/2021","W","1,365"
"03/10/2021","W","1,275"
"03/11/2021","W","1,322"
"03/12/2021","W","1,543"
"03/13/2021","A","2,241"
"03/14/2021","U","1,173"
"03/15/2021","W","1,126"
"03/16/2021","W","1,307"
"03/17/2021","W","1,467"
"03/18/2021","W","1,365"
"03/19/2021","W","1,554"
"03/20/2021","A","1,918"
"03/21/2021","U","1,284"
"03/22/2021","W","1,330"
"03/23/2021","W","1,324"
"03/24/2021","W","1,421"
"03/25/2021","W","1,487"
"03/26/2021","W","1,742"
"03/27/2021","A","1,791"
"03/28/2021","U","1,211"
"03/29/2021","W","1,418"
"03/30/2021","W","1,565"
"03/31/2021","W","1,620"
"04/01/2021","W","3,019"
"04/02/2021","W","1,909"
"04/03/2021","A","3,543"
"04/04/2021","U","2,601"
"04/05/2021","W","2,716"
"04/06/2021","W","2,953"
"04/07/2021","W","3,116"
"04/08/2021","W","1,553"
"04/09/2021","W","2,048"
"04/10/2021","A","1,698"
"04/11/2021","U","1,290"
"04/12/2021","W","1,489"
"04/13/2021","W","1,653"
"04/14/2021","W","1,691"
"04/15/2021","W","1,752"
"04/16/2021","W","3,643"
"04/17/2021","A","4,097"
"04/18/2021","U","2,971"
"04/19/2021","W","1,551"
"04/20/2021","W","2,738"
"04/21/2021","W","2,849"
"04/22/2021","W","3,407"
"04/23/2021","W","4,119"
"04/24/2021","A","3,788"
"04/25/2021","U","2,983"
"04/26/2021","W","1,426"
"04/27/2021","W","1,916"
"04/28/2021","W","1,732"
"04/29/2021","W","1,877"
"04/30/2021","W","2,280"
"05/01/2021","A","2,622"
"05/02/2021","U","1,764"
"05/03/2021","W","2,376"
"05/04/2021","W","4,020"
"05/05/2021","W","3,413"
"05/06/2021","W","2,071"
"05/07/2021","W","4,209"
"05/08/2021","A","4,380"
"05/09/2021","U","2,768"
"05/10/2021","W","1,437"
"05/11/2021","W","1,834"
"05/12/2021","W","1,861"
"05/13/2021","W","2,177"
"05/14/2021","W","2,505"
"05/15/2021","A","2,784"
"05/16/2021","U","2,030"
"05/17/2021","W","3,544"
"05/18/2021","W","3,469"
"05/19/2021","W","3,784"
"05/20/2021","W","4,449"
"05/21/2021","W","2,769"
"05/22/2021","A","3,365"
"05/23/2021","U","2,086"
"05/24/2021","W","1,905"
"05/25/2021","W","2,026"
"05/26/2021","W","2,051"
"05/27/2021","W","2,000"
"05/28/2021","W","5,582"
"05/29/2021","A","7,592"
"05/30/2021","U","7,579"
"05/31/2021","U","5,956"
"06/01/2021","W","5,433"
"06/02/2021","W","5,926"
"06/03/2021","W","2,305"
"06/04/2021","W","2,820"
"06/05/2021","A","3,529"
"06/06/2021","U","2,516"
"06/07/2021","W","1,929"
"06/08/2021","W","2,186"
"06/09/2021","W","2,627"
"06/10/2021","W","2,515"
"06/11/2021","W","8,742"
"06/12/2021","A","10,017"
"06/13/2021","U","8,086"
"06/14/2021","W","2,417"
"06/15/2021","W","2,500"
"06/16/2021","W","2,612"
"06/17/2021","W","2,588"
"06/18/2021","W","8,371"
"06/19/2021","A","11,512"
"06/20/2021","U","7,436"
"06/21/2021","W","7,408"
"06/22/2021","W","8,036"
"06/23/2021","W","2,677"
"06/24/2021","W","2,347"
"06/25/2021","W","3,131"
"06/26/2021","A","3,999"
"06/27/2021","U","3,502"
"06/28/2021","W","2,495"
"06/29/2021","W","2,326"
"06/30/2021","W","2,519"
"07/01/2021","W","2,732"
"07/02/2021","W","3,083"
"07/03/2021","A","3,641"
"07/04/2021","U","3,278"
"07/05/2021","U","8,696"
"07/06/2021","W","7,801"
"07/07/2021","W","6,914"
"07/08/2021","W","8,041"
"07/09/2021","W","11,404"
"07/10/2021","A","12,307"
"07/11/2021","U","5,926"
"07/12/2021","W","2,417"
"07/13/2021","W","2,746"
"07/14/2021","W","2,741"
"07/15/2021","W","2,760"
"07/16/2021","W","3,268"
"07/17/2021","A","4,541"
"07/18/2021","U","3,451"
"07/19/2021","W","2,623"
"07/20/2021","W","2,829"
"07/21/2021","W","2,883"
"07/22/2021","W","3,108"
"07/23/2021","W","10,522"
"07/24/2021","A","10,931"
"07/25/2021","U","8,735"
"07/26/2021","W","7,687"
"07/27/2021","W","7,943"
"07/28/2021","W","8,366"
"07/29/2021","W","10,516"
"07/30/2021","W","4,617"
"07/31/2021","A","7,407"
"08/01/2021","U","4,061"
"08/02/2021","W","2,701"
"08/03/2021","W","2,836"
"08/04/2021","W","2,939"
"08/05/2021","W","2,999"
"08/06/2021","W","12,760"
"08/07/2021","A","13,059"
"08/08/2021","U","10,262"
"08/09/2021","W","6,001"
"08/10/2021","W","7,882"
"08/11/2021","W","6,427"
"08/12/2021","W","8,502"
"08/13/2021","W","3,274"
"08/14/2021","A","4,340"
"08/15/2021","U","8,332"
"08/16/2021","W","2,827"
"08/17/2021","W","2,606"
"08/18/2021","W","2,706"
"08/19/2021","W","2,887"
"08/20/2021","W","8,586"
"08/21/2021","A","9,576"
"08/22/2021","U","5,743"
"08/23/2021","W","4,238"
"08/24/2021","W","3,944"
"08/25/2021","W","5,936"
"08/26/2021","W","3,029"
"08/27/2021","W","3,410"
"08/28/2021","A","3,558"
"08/29/2021","U","3,665"
"08/30/2021","W","6,394"
"08/31/2021","W","3,103"
"09/01/2021","W","3,047"
"09/02/2021","W","6,306"
"09/03/2021","W","7,462"
"09/04/2021","A","8,453"
"09/05/2021","U","8,758"
"09/06/2021","U","6,009"
"09/07/2021","W","4,579"
"09/08/2021","W","5,727"
"09/09/2021","W","3,677"
"09/10/2021","W","8,886"
"09/11/2021","A","10,270"
"09/12/2021","U","7,323"
"09/13/2021","W","2,966"
"09/14/2021","W","3,179"
"09/15/2021","W","3,458"
"09/16/2021","W","6,670"
"09/17/2021","W","9,330"
"09/18/2021","A","10,870"
"09/19/2021","U","4,460"
"09/20/2021","W","3,229"
"09/21/2021","W","6,253"
"09/22/2021","W","6,283"
"09/23/2021","W","3,632"
"09/24/2021","W","12,754"
"09/25/2021","A","11,921"
"09/26/2021","U","7,330"
"09/27/2021","W","3,064"
"09/28/2021","W","3,350"
"09/29/2021","W","3,464"
"09/30/2021","W","3,424"
"10/01/2021","W","4,189"
"10/02/2021","A","5,045"
"10/03/2021","U","3,574"
"10/04/2021","W","3,005"
"10/05/2021","W","3,294"
"10/06/2021","W","3,040"
"10/07/2021","W","3,210"
"10/08/2021","W","3,758"
"10/09/2021","A","4,712"
"10/10/2021","U","5,650"
"10/11/2021","W","2,659"
"10/12/2021","W","3,381"
"10/13/2021","W","3,286"
"10/14/2021","W","3,548"
"10/15/2021","W","3,731"
"10/16/2021","A","4,915"
"10/17/2021","U","3,287"
"10/18/2021","W","3,098"
"10/19/2021","W","3,378"
"10/20/2021","W","3,368"
"10/21/2021","W","3,387"
"10/22/2021","W","4,053"
"10/23/2021","A","4,064"
"10/24/2021","U","2,231"
"10/25/2021","W","2,749"
"10/26/2021","W","3,196"
"10/27/2021","W","3,322"
"10/28/2021","W","3,287"
"10/29/2021","W","3,413"
"10/30/2021","A","4,682"
"10/31/2021","U","5,287"
"11/01/2021","W","3,082"
"11/02/2021","W","3,099"
"11/03/2021","W","3,283"
"11/04/2021","W","3,477"
"11/05/2021","W","3,283"
"11/06/2021","A","3,836"
"11/07/2021","U","2,577"
"11/08/2021","W","2,901"
"11/09/2021","W","3,219"
"11/10/2021","W","3,239"
"11/11/2021","W","3,141"
"11/12/2021","W","3,364"
"11/13/2021","A","3,498"
"11/14/2021","U","2,365"
"11/15/2021","W","2,780"
"11/16/2021","W","3,161"
"11/17/2021","W","3,202"
"11/18/2021","W","3,195"
"11/19/2021","W","3,792"
"11/20/2021","A","8,524"
"11/21/2021","U","3,087"
"11/22/2021","W","2,774"
"11/23/2021","W","2,806"
"11/24/2021","W","2,471"
"11/25/2021","U","1,479"
"11/26/2021","W","2,052"
"11/27/2021","A","2,693"
"11/28/2021","U","1,789"
"11/29/2021","W","2,438"
"11/30/2021","W","2,829"
"12/01/2021","W","2,911"
"12/02/2021","W","3,252"
"12/03/2021","W","3,724"
"12/04/2021","A","3,769"
"12/05/2021","U","1,636"
"12/06/2021","W","2,601"
"12/07/2021","W","2,849"
"12/08/2021","W","2,964"
"12/09/2021","W","3,267"
"12/10/2021","W","3,271"
"12/11/2021","A","4,252"
"12/12/2021","U","2,156"
"12/13/2021","W","2,558"
"12/14/2021","W","2,846"
"12/15/2021","W","2,964"
"12/16/2021","W","3,098"
"12/17/2021","W","2,899"
"12/18/2021","A","2,789"
"12/19/2021","U","1,787"
"12/20/2021","W","2,188"
"12/21/2021","W","2,053"
"12/22/2021","W","1,827"
"12/23/2021","W","1,802"
"12/24/2021","U","1,048"
"12/25/2021","A","395"
"12/26/2021","U","1,213"
"12/27/2021","W","1,848"
"12/28/2021","W","1,599"
"12/29/2021","W","2,183"
"12/30/2021","W","2,254"
"12/31/2021","U","2,270"
"01/01/2022","A","2,332"
"01/02/2022","U","1,384"
"01/03/2022","W","1,579"
"01/04/2022","W","1,639"
"01/05/2022","W","1,468"
"01/06/2022","W","1,529"
"01/07/2022","W","1,542"
"01/08/2022","A","1,715"
"01/09/2022","U","1,281"
"01/10/2022","W","1,550"
"01/11/2022","W","1,710"
"01/12/2022","W","1,849"
"01/13/2022","W","1,964"
"01/14/2022","W","2,196"
"01/15/2022","A","1,601"
"01/16/2022","U","1,094"
"01/17/2022","W","1,565"
"01/18/2022","W","2,136"
"01/19/2022","W","2,207"
"01/20/2022","W","2,146"
"01/21/2022","W","2,173"
"01/22/2022","A","1,965"
"01/23/2022","U","1,514"
"01/24/2022","W","2,202"
"01/25/2022","W","2,163"
"01/26/2022","W","2,015"
"01/27/2022","W","2,437"
"01/28/2022","W","2,313"
"01/29/2022","A","2,336"
"01/30/2022","U","1,572"
"01/31/2022","W","2,194"
"02/01/2022","W","2,522"
"02/02/2022","W","2,000"
"02/03/2022","W","2,476"
"02/04/2022","W","2,823"
"02/05/2022","A","2,397"
"02/06/2022","U","1,649"
"02/07/2022","W","2,386"
"02/08/2022","W","2,699"
"02/09/2022","W","2,689"
"02/10/2022","W","2,812"
"02/11/2022","W","2,893"
"02/12/2022","A","2,445"
"02/13/2022","U","1,839"
"02/14/2022","W","2,413"
"02/15/2022","W","2,722"
"02/16/2022","W","2,738"
"02/17/2022","W","2,473"
"02/18/2022","W","2,777"
"02/19/2022","A","2,647"
"02/20/2022","U","1,993"
"02/21/2022","W","2,242"
"02/22/2022","W","2,740"
"02/23/2022","W","2,801"
"02/24/2022","W","2,869"
"02/25/2022","W","2,819"
"02/26/2022","A","2,687"
"02/27/2022","U","1,898"
"02/28/2022","W","2,503"
"03/01/2022","W","2,828"
"03/02/2022","W","2,932"
"03/03/2022","W","3,027"
"03/04/2022","W","3,099"
"03/05/2022","A","3,264"
"03/06/2022","U","1,992"
"03/07/2022","W","2,434"
"03/08/2022","W","2,961"
"03/09/2022","W","2,936"
"03/10/2022","W","3,196"
"03/11/2022","W","3,411"
"03/12/2022","A","8,976"
"03/13/2022","U","2,912"
"03/14/2022","W","2,849"
"03/15/2022","W","3,184"
"03/16/2022","W","3,255"
"03/17/2022","W","3,814"
"03/18/2022","W","3,586"
"03/19/2022","A","3,418"
"03/20/2022","U","2,602"
"03/21/2022","W","2,649"
"03/22/2022","W","2,743"
"03/23/2022","W","2,894"
"03/24/2022","W","1,781"
"03/25/2022","W","3,297"
"03/26/2022","A","3,094"
"03/27/2022","U","2,050"
"03/28/2022","W","2,707"
"03/29/2022","W","3,137"
"03/30/2022","W","2,980"
"03/31/2022","W","3,414"
"04/01/2022","W","3,560"
"04/02/2022","A","3,019"
"04/03/2022","U","2,241"
"04/04/2022","W","2,893"
"04/05/2022","W","3,279"
"04/06/2022","W","3,336"
"04/07/2022","W","8,177"
"04/08/2022","W","4,555"
"04/09/2022","A","8,372"
"04/10/2022","U","7,388"
"04/11/2022","W","2,628"
"04/12/2022","W","3,242"
"04/13/2022","W","2,856"
"04/14/2022","W","3,273"
"04/15/2022","W","2,945"
"04/16/2022","A","2,946"
"04/17/2022","U","1,748"
"04/18/2022","W","4,595"
"04/19/2022","W","5,971"
"04/20/2022","W","5,693"
"04/21/2022","W","7,098"
"04/22/2022","W","5,690"
"04/23/2022","A","11,087"
"04/24/2022","U","5,380"
"04/25/2022","W","2,799"
"04/26/2022","W","3,187"
"04/27/2022","W","3,174"
"04/28/2022","W","3,330"
"04/29/2022","W","3,546"
"04/30/2022","A","3,515"
"05/01/2022","U","2,363"
"05/02/2022","W","2,781"
"05/03/2022","W","6,466"
"05/04/2022","W","8,116"
"05/05/2022","W","3,577"
"05/06/2022","W","3,946"
"05/07/2022","A","13,279"
"05/08/2022","U","5,955"
"05/09/2022","W","2,804"
"05/10/2022","W","3,355"
"05/11/2022","W","3,327"
"05/12/2022","W","3,547"
"05/13/2022","W","3,816"
"05/14/2022","A","4,062"
"05/15/2022","U","2,497"
"05/16/2022","W","7,139"
"05/17/2022","W","7,552"
"05/18/2022","W","6,131"
"05/19/2022","W","7,550"
"05/20/2022","W","8,394"
"05/21/2022","A","7,795"
"05/22/2022","U","7,193"
"05/23/2022","W","2,965"
"05/24/2022","W","3,338"
"05/25/2022","W","3,204"
"05/26/2022","W","3,458"
"05/27/2022","W","3,425"
"05/28/2022","A","4,620"
"05/29/2022","U","4,227"
"05/30/2022","U","12,506"
"05/31/2022","W","6,582"
"06/01/2022","W","7,145"
"06/02/2022","W","7,545"
"06/03/2022","W","9,629"
"06/04/2022","A","12,517"
"06/05/2022","U","7,300"
"06/06/2022","W","2,901"
"06/07/2022","W","3,453"
"06/08/2022","W","3,410"
"06/09/2022","W","3,746"
"06/10/2022","W","3,617"
"06/11/2022","A","4,164"
"06/12/2022","U","2,967"
"06/13/2022","W","7,283"
"06/14/2022","W","7,347"
"06/15/2022","W","7,523"
"06/16/2022","W","8,260"
"06/17/2022","W","10,937"
"06/18/2022","A","15,720"
"06/19/2022","U","11,486"
"06/20/2022","W","2,949"
"06/21/2022","W","3,241"
"06/22/2022","W","3,472"
"06/23/2022","W","3,699"
"06/24/2022","W","7,552"
"06/25/2022","A","9,203"
"06/26/2022","U","12,610"
"06/27/2022","W","3,271"
"06/28/2022","W","9,566"
"06/29/2022","W","8,164"
"06/30/2022","W","9,204"
"07/01/2022","W","9,796"
"07/02/2022","A","10,315"
"07/03/2022","U","11,616"
"07/04/2022","U","2,266"
"07/05/2022","W","2,695"
"07/06/2022","W","3,102"
"07/07/2022","W","3,394"
"07/08/2022","W","7,498"
"07/09/2022","A","7,767"
"07/10/2022","U","3,561"
"07/11/2022","W","2,945"
"07/12/2022","W","7,886"
"07/13/2022","W","8,083"
"07/14/2022","W","8,947"
"07/15/2022","W","5,202"
"07/16/2022","A","15,691"
"07/17/2022","U","8,888"
"07/18/2022","W","2,787"
"07/19/2022","W","3,352"
"07/20/2022","W","3,480"
"07/21/2022","W","3,511"
"07/22/2022","W","3,506"
"07/23/2022","A","7,557"
"07/24/2022","U","3,190"
"07/25/2022","W","8,855"
"07/26/2022","W","9,186"
"07/27/2022","W","3,417"
"07/28/2022","W","4,123"
"07/29/2022","W","4,483"
"07/30/2022","A","7,393"
"07/31/2022","U","3,407"
"08/01/2022","W","2,962"
"08/02/2022","W","3,285"
"08/03/2022","W","3,315"
"08/04/2022","W","3,713"
"08/05/2022","W","11,580"
"08/06/2022","A","13,203"
"08/07/2022","U","8,263"
"08/08/2022","W","6,801"
"08/09/2022","W","10,005"
"08/10/2022","W","8,337"
"08/11/2022","W","3,419"
"08/12/2022","W","3,812"
"08/13/2022","A","3,710"
"08/14/2022","U","2,826"
"08/15/2022","W","6,797"
"08/16/2022","W","4,080"
"08/17/2022","W","3,360"
"08/18/2022","W","3,603"
"08/19/2022","W","12,044"
"08/20/2022","A","9,960"
"08/21/2022","U","7,419"
"08/22/2022","W","7,016"
"08/23/2022","W","10,725"
"08/24/2022","W","7,798"
"08/25/2022","W","8,503"
"08/26/2022","W","3,552"
"08/27/2022","A","3,682"
"08/28/2022","U","2,653"
"08/29/2022","W","2,619"
"08/30/2022","W","3,445"
"08/31/2022","W","3,442"
"09/01/2022","W","3,496"
"09/02/2022","W","3,594"
"09/03/2022","A","7,653"
"09/04/2022","U","3,683"
"09/05/2022","U","2,185"
"09/06/2022","W","6,630"
"09/07/2022","W","6,649"
"09/08/2022","W","6,579"
"09/09/2022","W","9,424"
"09/10/2022","A","11,333"
"09/11/2022","U","4,940"
"09/12/2022","W","3,378"
"09/13/2022","W","3,938"
"09/14/2022","W","4,029"
"09/15/2022","W","4,297"
"09/16/2022","W","9,897"
"09/17/2022","A","10,043"
"09/18/2022","U","8,209"
"09/19/2022","W","3,330"
"09/20/2022","W","3,864"
"09/21/2022","W","3,936"
"09/22/2022","W","4,211"
"09/23/2022","W","3,720"
"09/24/2022","A","4,304"
"09/25/2022","U","2,376"
"09/26/2022","W","3,197"
"09/27/2022","W","7,028"
"09/28/2022","W","7,173"
"09/29/2022","W","6,855"
"09/30/2022","W","7,268"
"10/01/2022","A","8,464"
"10/02/2022","U","6,438"
"10/03/2022","W","3,211"
"10/04/2022","W","3,820"
"10/05/2022","W","3,782"
"10/06/2022","W","4,139"
"10/07/2022","W","3,225"
"10/08/2022","A","4,222"
"10/09/2022","U","5,826"
"10/10/2022","W","3,289"
"10/11/2022","W","3,743"
"10/12/2022","W","3,675"
"10/13/2022","W","4,506"
"10/14/2022","W","4,123"
"10/15/2022","A","4,191"
"10/16/2022","U","2,722"
"10/17/2022","W","3,062"
"10/18/2022","W","3,595"
"10/19/2022","W","3,708"
"10/20/2022","W","3,863"
"10/21/2022","W","3,691"
"10/22/2022","A","3,793"
"10/23/2022","U","2,542"
"10/24/2022","W","3,073"
"10/25/2022","W","3,523"
"10/26/2022","W","3,956"
"10/27/2022","W","3,946"
"10/28/2022","W","3,589"
"10/29/2022","A","4,035"
"10/30/2022","U","3,661"
"10/31/2022","W","3,439"
"11/01/2022","W","3,851"
"11/02/2022","W","3,530"
"11/03/2022","W","3,762"
"11/04/2022","W","3,677"
"11/05/2022","A","3,902"
"11/06/2022","U","2,629"
"11/07/2022","W","3,074"
"11/08/2022","W","3,306"
"11/09/2022","W","3,795"
"11/10/2022","W","4,021"
"11/11/2022","W","3,421"
"11/12/2022","A","3,429"
"11/13/2022","U","2,497"
"11/14/2022","W","3,006"
"11/15/2022","W","3,580"
"11/16/2022","W","3,512"
"11/17/2022","W","3,640"
"11/18/2022","W","3,710"
"11/19/2022","A","3,530"
"11/20/2022","U","2,388"
"11/21/2022","W","2,882"
"11/22/2022","W","3,087"
"11/23/2022","W","2,887"
"11/24/2022","U","1,418"
"11/25/2022","W","3,131"
"11/26/2022","A","3,558"
"11/27/2022","U","1,820"
"11/28/2022","W","2,690"
"11/29/2022","W","3,283"
"11/30/2022","W","3,223"
"12/01/2022","W","3,434"
"12/02/2022","W","3,871"
"12/03/2022","A","4,819"
"12/04/2022","U","2,794"
"12/05/2022","W","2,923"
"12/06/2022","W","3,622"
"12/07/2022","W","3,893"
"12/08/2022","W","4,027"
"12/09/2022","W","3,696"
"12/10/2022","A","6,710"
"12/11/2022","U","3,238"
"12/12/2022","W","3,138"
"12/13/2022","W","3,691"
"12/14/2022","W","3,268"
"12/15/2022","W","3,874"
"12/16/2022","W","3,915"
"12/17/2022","A","4,703"
"12/18/2022","U","2,977"
"12/19/2022","W","2,917"
"12/20/2022","W","3,111"
"12/21/2022","W","3,005"
"12/22/2022","W","1,722"
"12/23/2022","W","835"
"12/24/2022","A","780"
"12/25/2022","U","356"
"12/26/2022","U","1,654"
"12/27/2022","W","2,197"
"12/28/2022","W","2,835"
"12/29/2022","W","3,248"
"12/30/2022","W","3,577"
"12/31/2022","A","3,067"
"01/01/2023","U","3,019"
"01/02/2023","U","2,040"
"01/03/2023","W","2,745"
"01/04/2023","W","2,905"
"01/05/2023","W","3,037"
"01/06/2023","W","2,712"
"01/07/2023","A","2,781"
"01/08/2023","U","2,016"
"01/09/2023","W","2,485"
"01/10/2023","W","3,204"
"01/11/2023","W","3,208"
"01/12/2023","W","3,305"
"01/13/2023","W","2,842"
"01/14/2023","A","2,706"
"01/15/2023","U","2,161"
"01/16/2023","W","1,942"
"01/17/2023","W","3,149"
"01/18/2023","W","3,327"
"01/19/2023","W","3,475"
"01/20/2023","W","3,136"
"01/21/2023","A","2,754"
"01/22/2023","U","1,965"
"01/23/2023","W","2,792"
"01/24/2023","W","3,397"
"01/25/2023","W","3,355"
"01/26/2023","W","3,482"
"01/27/2023","W","2,987"
"01/28/2023","A","2,896"
"01/29/2023","U","2,016"
"01/30/2023","W","2,689"
"01/31/2023","W","2,957"
"02/01/2023","W","3,324"
"02/02/2023","W","3,488"
"02/03/2023","W","2,581"
"02/04/2023","A","2,625"
"02/05/2023","U","1,962"
"02/06/2023","W","2,826"
"02/07/2023","W","3,337"
"02/08/2023","W","3,454"
"02/09/2023","W","3,309"
"02/10/2023","W","2,858"
"02/11/2023","A","2,538"
"02/12/2023","U","2,268"
"02/13/2023","W","2,776"
"02/14/2023","W","3,499"
"02/15/2023","W","3,486"
"02/16/2023","W","3,203"
"02/17/2023","W","3,107"
"02/18/2023","A","3,191"
"02/19/2023","U","2,423"
"02/20/2023","W","2,593"
"02/21/2023","W","3,395"
"02/22/2023","W","3,108"
"02/23/2023","W","3,585"
"02/24/2023","W","3,249"
"02/25/2023","A","3,155"
"02/26/2023","U","2,187"
"02/27/2023","W","2,835"
"02/28/2023","W","3,494"
"03/01/2023","W","3,611"
"03/02/2023","W","3,596"
"03/03/2023","W","2,844"
"03/04/2023","A","3,111"
"03/05/2023","U","2,189"
"03/06/2023","W","2,902"
"03/07/2023","W","3,647"
"03/08/2023","W","3,521"
"03/09/2023","W","3,551"
"03/10/2023","W","3,449"
"03/11/2023","A","8,138"
"03/12/2023","U","2,515"
"03/13/2023","W","3,015"
"03/14/2023","W","3,463"
"03/15/2023","W","3,598"
"03/16/2023","W","3,923"
"03/17/2023","W","4,256"
"03/18/2023","A","3,572"
"03/19/2023","U","2,264"
"03/20/2023","W","2,792"
"03/21/2023","W","3,507"
"03/22/2023","W","3,357"
"03/23/2023","W","3,577"
"03/24/2023","W","3,325"
"03/25/2023","A","2,989"
"03/26/2023","U","2,462"
"03/27/2023","W","3,095"
"03/28/2023","W","3,731"
"03/29/2023","W","3,726"
"03/30/2023","W","10,434"
"03/31/2023","W","3,399"
"04/01/2023","A","8,409"
"04/02/2023","U","7,657"
"04/03/2023","W","3,090"
"04/04/2023","W","3,308"
"04/05/2023","W","3,469"
"04/06/2023","W","3,789"
"04/07/2023","W","8,647"
"04/08/2023","A","9,037"
"04/09/2023","U","5,966"
"04/10/2023","W","6,030"
"04/11/2023","W","7,917"
"04/12/2023","W","7,908"
"04/13/2023","W","3,954"
"04/14/2023","W","3,970"
"04/15/2023","A","4,081"
"04/16/2023","U","2,478"
"04/17/2023","W","3,091"
"04/18/2023","W","3,914"
"04/19/2023","W","3,981"
"04/20/2023","W","8,689"
"04/21/2023","W","9,473"
"04/22/2023","A","9,418"
"04/23/2023","U","7,293"
"04/24/2023","W","3,128"
"04/25/2023","W","7,271"
"04/26/2023","W","7,116"
"04/27/2023","W","7,758"
"04/28/2023","W","3,700"
"04/29/2023","A","3,767"
"04/30/2023","U","2,370"
"05/01/2023","W","2,901"
"05/02/2023","W","3,844"
"05/03/2023","W","3,813"
"05/04/2023","W","4,099"
"05/05/2023","W","9,454"
"05/06/2023","A","9,565"
"05/07/2023","U","8,425"
"05/08/2023","W","7,332"
"05/09/2023","W","9,200"
"05/10/2023","W","9,245"
"05/11/2023","W","4,253"
"05/12/2023","W","3,706"
"05/13/2023","A","3,442"
"05/14/2023","U","2,285"
"05/15/2023","W","3,028"
"05/16/2023","W","4,226"
"05/17/2023","W","3,993"
"05/18/2023","W","4,204"
"05/19/2023","W","3,669"
"05/20/2023","A","3,878"
"05/21/2023","U","2,911"
"05/22/2023","W","3,275"
"05/23/2023","W","10,295"
"05/24/2023","W","8,858"
"05/25/2023","W","9,055"
"05/26/2023","W","9,976"
"05/27/2023","A","9,653"
"05/28/2023","U","10,605"
"05/29/2023","U","8,793"
"05/30/2023","W","8,336"
"05/31/2023","W","8,565"
"06/01/2023","W","3,944"
"06/02/2023","W","4,524"
"06/03/2023","A","4,528"
"06/04/2023","U","3,467"
"06/05/2023","W","3,558"
"06/06/2023","W","4,131"
"06/07/2023","W","4,110"
"06/08/2023","W","4,030"
"06/09/2023","W","9,835"
"06/10/2023","A","10,812"
"06/11/2023","U","3,635"
"06/12/2023","W","3,214"
"06/13/2023","W","7,911"
"06/14/2023","W","8,705"
"06/15/2023","W","9,323"
"06/16/2023","W","11,753"
"06/17/2023","A","14,560"
"06/18/2023","U","12,142"
"06/19/2023","W","2,969"
"06/20/2023","W","3,710"
"06/21/2023","W","8,302"
"06/22/2023","W","8,836"
"06/23/2023","W","8,711"
"06/24/2023","A","5,793"
"06/25/2023","U","11,474"
"06/26/2023","W","3,814"
"06/27/2023","W","10,206"
"06/28/2023","W","9,715"
"06/29/2023","W","9,279"
"06/30/2023","W","11,410"
"07/01/2023","A","10,817"
"07/02/2023","U","10,646"
"07/03/2023","W","3,393"
"07/04/2023","U","2,520"
"07/05/2023","W","3,266"
"07/06/2023","W","3,802"
"07/07/2023","W","3,875"
"07/08/2023","A","3,742"
"07/09/2023","U","3,029"
"07/10/2023","W","3,292"
"07/11/2023","W","3,810"
"07/12/2023","W","3,528"
"07/13/2023","W","4,138"
"07/14/2023","W","11,134"
"07/15/2023","A","12,447"
"07/16/2023","U","10,674"
"07/17/2023","W","8,098"
"07/18/2023","W","8,451"
"07/19/2023","W","8,242"
"07/20/2023","W","10,622"
"07/21/2023","W","12,555"
"07/22/2023","A","14,471"
"07/23/2023","U","8,463"
"07/24/2023","W","3,394"
"07/25/2023","W","4,135"
"07/26/2023","W","3,990"
"07/27/2023","W","4,105"
"07/28/2023","W","3,782"
"07/29/2023","A","6,604"
"07/30/2023","U","3,380"
"07/31/2023","W","7,215"
"08/01/2023","W","8,038"
"08/02/2023","W","8,215"
"08/03/2023","W","9,018"
"08/04/2023","W","10,313"
"08/05/2023","A","10,482"
"08/06/2023","U","11,467"
"08/07/2023","W","3,611"
"08/08/2023","W","4,261"
"08/09/2023","W","8,576"
"08/10/2023","W","4,445"
"08/11/2023","W","8,732"
"08/12/2023","A","11,374"
"08/13/2023","U","5,966"
"08/14/2023","W","3,318"
"08/15/2023","W","8,000"
"08/16/2023","W","8,246"
"08/17/2023","W","3,991"
"08/18/2023","W","9,480"
"08/19/2023","A","9,178"
"08/20/2023","U","9,621"
"08/21/2023","W","3,426"
"08/22/2023","W","4,080"
"08/23/2023","W","3,659"
"08/24/2023","W","7,073"
"08/25/2023","W","7,924"
"08/26/2023","A","4,306"
"08/27/2023","U","3,178"
"08/28/2023","W","8,941"
"08/29/2023","W","8,910"
"08/30/2023","W","9,552"
