"date","daytype","rides"
"08/09/2006","W","5,743"
"08/10/2006","W","5,756"
"08/11/2006","W","6,055"
"08/12/2006","A","5,162"
"08/13/2006","U","3,671"
"08/14/2006","W","5,129"
"08/15/2006","W","5,201"
"08/16/2006","W","5,211"
"08/17/2006","W","5,627"
"08/18/2006","W","14,952"
"08/19/2006","A","13,745"
"08/20/2006","U","11,478"
"08/21/2006","W","12,412"
"08/22/2006","W","12,237"
"08/23/2006","W","11,797"
"08/24/2006","W","12,954"
"08/25/2006","W","6,393"
"08/26/2006","A","4,764"
"08/27/2006","U","4,019"
"08/28/2006","W","4,936"
"08/29/2006","W","5,226"
"08/30/2006","W","5,624"
"08/31/2006","W","5,702"
"09/01/2006","W","11,952"
"09/02/2006","A","13,098"
"09/03/2006","U","9,627"
"09/04/2006","U","8,416"
"09/05/2006","W","9,836"
"09/06/2006","W","10,858"
"09/07/2006","W","10,871"
"09/08/2006","W","6,784"
"09/09/2006","A","5,428"
"09/10/2006","U","3,711"
"09/11/2006","W","5,524"
"09/12/2006","W","9,706"
"09/13/2006","W","10,511"
"09/14/2006","W","12,064"
"09/15/2006","W","13,623"
"09/16/2006","A","12,192"
"09/17/2006","U","10,567"
"09/18/2006","W","5,837"
"09/19/2006","W","5,795"
"09/20/2006","W","6,005"
"09/21/2006","W","5,956"
"09/22/2006","W","6,153"
"09/23/2006","A","4,601"
"09/24/2006","U","3,765"
"09/25/2006","W","5,766"
"09/26/2006","W","10,032"
"09/27/2006","W","10,259"
"09/28/2006","W","6,255"
"09/29/2006","W","11,436"
"09/30/2006","A","11,591"
"10/01/2006","U","10,038"
"10/02/2006","W","5,406"
"10/03/2006","W","5,713"
"10/04/2006","W","5,889"
"10/05/2006","W","5,985"
"10/06/2006","W","6,056"
"10/07/2006","A","4,820"
"10/08/2006","U","3,916"
"10/09/2006","W","5,338"
"10/10/2006","W","5,771"
"10/11/2006","W","5,694"
"10/12/2006","W","5,724"
"10/13/2006","W","6,754"
"10/14/2006","A","5,132"
"10/15/2006","U","3,764"
"10/16/2006","W","5,463"
"10/17/2006","W","5,865"
"10/18/2006","W","5,660"
"10/19/2006","W","5,960"
"10/20/2006","W","6,643"
"10/21/2006","A","5,442"
"10/22/2006","U","7,095"
"10/23/2006","W","5,547"
"10/24/2006","W","5,746"
"10/25/2006","W","5,847"
"10/26/2006","W","5,641"
"10/27/2006","W","6,471"
"10/28/2006","A","5,294"
"10/29/2006","U","4,645"
"10/30/2006","W","5,503"
"10/31/2006","W","6,149"
"11/01/2006","W","6,001"
"11/02/2006","W","5,668"
"11/03/2006","W","6,034"
"11/04/2006","A","4,793"
"11/05/2006","U","4,043"
"11/06/2006","W","5,452"
"11/07/2006","W","5,583"
"11/08/2006","W","5,716"
"11/09/2006","W","5,647"
"11/10/2006","W","5,725"
"11/11/2006","A","5,365"
"11/12/2006","U","3,903"
"11/13/2006","W","5,355"
"11/14/2006","W","5,546"
"11/15/2006","W","5,478"
"11/16/2006","W","5,915"
"11/17/2006","W","6,202"
"11/18/2006","A","4,937"
"11/19/2006","U","3,475"
"11/20/2006","W","5,425"
"11/21/2006","W","5,546"
"11/22/2006","W","4,853"
"11/23/2006","U","1,841"
"11/24/2006","W","3,019"
"11/25/2006","A","3,373"
"11/26/2006","U","2,614"
"11/27/2006","W","4,973"
"11/28/2006","W","5,551"
"11/29/2006","W","5,262"
"11/30/2006","W","5,472"
"12/01/2006","W","5,713"
"12/02/2006","A","3,979"
"12/03/2006","U","3,078"
"12/04/2006","W","5,255"
"12/05/2006","W","5,417"
"12/06/2006","W","5,375"
"12/07/2006","W","5,254"
"12/08/2006","W","5,697"
"12/09/2006","A","4,424"
"12/10/2006","U","3,032"
"12/11/2006","W","5,257"
"12/12/2006","W","5,344"
"12/13/2006","W","5,676"
"12/14/2006","W","5,565"
"12/15/2006","W","5,980"
"12/16/2006","A","4,455"
"12/17/2006","U","3,649"
"12/18/2006","W","5,166"
"12/19/2006","W","5,381"
"12/20/2006","W","5,061"
"12/21/2006","W","4,859"
"12/22/2006","W","4,512"
"12/23/2006","A","2,360"
"12/24/2006","U","1,359"
"12/25/2006","U","582"
"12/26/2006","W","2,292"
"12/27/2006","W","3,655"
"12/28/2006","W","4,113"
"12/29/2006","W","4,540"
"12/30/2006","A","4,155"
"12/31/2006","U","5,187"
"01/01/2007","U","4,049"
"01/02/2007","W","4,268"
"01/03/2007","W","4,804"
"01/04/2007","W","4,688"
"01/05/2007","W","5,166"
"01/06/2007","A","3,875"
"01/07/2007","U","2,744"
"01/08/2007","W","5,208"
"01/09/2007","W","5,409"
"01/10/2007","W","5,182"
"01/11/2007","W","5,251"
"01/12/2007","W","5,476"
"01/13/2007","A","4,010"
"01/14/2007","U","3,513"
"01/15/2007","W","3,655"
"01/16/2007","W","5,321"
"01/17/2007","W","5,250"
"01/18/2007","W","5,465"
"01/19/2007","W","5,595"
"01/20/2007","A","4,012"
"01/21/2007","U","3,449"
"01/22/2007","W","5,235"
"01/23/2007","W","5,540"
"01/24/2007","W","5,365"
"01/25/2007","W","5,729"
"01/26/2007","W","5,504"
"01/27/2007","A","4,466"
"01/28/2007","U","2,819"
"01/29/2007","W","5,080"
"01/30/2007","W","5,302"
"01/31/2007","W","5,276"
"02/01/2007","W","5,498"
"02/02/2007","W","5,507"
"02/03/2007","A","2,906"
"02/04/2007","U","3,069"
"02/05/2007","W","4,289"
"02/06/2007","W","4,850"
"02/07/2007","W","5,056"
"02/08/2007","W","5,023"
"02/09/2007","W","5,127"
"02/10/2007","A","3,359"
"02/11/2007","U","2,469"
"02/12/2007","W","4,620"
"02/13/2007","W","5,315"
"02/14/2007","W","5,623"
"02/15/2007","W","5,362"
"02/16/2007","W","5,432"
"02/17/2007","A","3,998"
"02/18/2007","U","3,156"
"02/19/2007","W","4,159"
"02/20/2007","W","5,450"
"02/21/2007","W","6,022"
"02/22/2007","W","6,136"
"02/23/2007","W","6,157"
"02/24/2007","A","4,041"
"02/25/2007","U","2,612"
"02/26/2007","W","5,108"
"02/27/2007","W","5,353"
"02/28/2007","W","5,451"
"03/01/2007","W","5,452"
"03/02/2007","W","5,630"
"03/03/2007","A","3,810"
"03/04/2007","U","2,891"
"03/05/2007","W","4,634"
"03/06/2007","W","5,400"
"03/07/2007","W","5,284"
"03/08/2007","W","5,653"
"03/09/2007","W","5,817"
"03/10/2007","A","4,842"
"03/11/2007","U","3,570"
"03/12/2007","W","5,546"
"03/13/2007","W","5,899"
"03/14/2007","W","5,926"
"03/15/2007","W","6,182"
"03/16/2007","W","6,785"
"03/17/2007","A","8,934"
"03/18/2007","U","4,492"
"03/19/2007","W","5,463"
"03/20/2007","W","5,500"
"03/21/2007","W","5,318"
"03/22/2007","W","5,841"
"03/23/2007","W","5,582"
"03/24/2007","A","4,337"
"03/25/2007","U","3,975"
"03/26/2007","W","5,548"
"03/27/2007","W","5,538"
"03/28/2007","W","5,811"
"03/29/2007","W","5,658"
"03/30/2007","W","6,048"
"03/31/2007","A","4,744"
"04/01/2007","U","3,031"
"04/02/2007","W","5,178"
"04/03/2007","W","5,344"
"04/04/2007","W","5,415"
"04/05/2007","W","5,877"
"04/06/2007","W","5,301"
"04/07/2007","A","3,501"
"04/08/2007","U","2,256"
"04/09/2007","W","12,084"
"04/10/2007","W","11,750"
"04/11/2007","W","6,305"
"04/12/2007","W","6,009"
"04/13/2007","W","11,935"
"04/14/2007","A","10,258"
"04/15/2007","U","9,499"
"04/16/2007","W","10,560"
"04/17/2007","W","10,781"
"04/18/2007","W","5,786"
"04/19/2007","W","6,015"
"04/20/2007","W","13,062"
"04/21/2007","A","11,658"
"04/22/2007","U","9,794"
"04/23/2007","W","10,709"
"04/24/2007","W","11,664"
"04/25/2007","W","10,649"
"04/26/2007","W","5,961"
"04/27/2007","W","6,353"
"04/28/2007","A","4,608"
"04/29/2007","U","3,496"
"04/30/2007","W","5,492"
"05/01/2007","W","5,862"
"05/02/2007","W","5,910"
"05/03/2007","W","6,319"
"05/04/2007","W","13,267"
"05/05/2007","A","12,373"
"05/06/2007","U","10,710"
"05/07/2007","W","6,067"
"05/08/2007","W","12,658"
"05/09/2007","W","12,826"
"05/10/2007","W","13,253"
"05/11/2007","W","7,230"
"05/12/2007","A","4,256"
"05/13/2007","U","2,813"
"05/14/2007","W","5,545"
"05/15/2007","W","5,809"
"05/16/2007","W","5,939"
"05/17/2007","W","6,521"
"05/18/2007","W","14,329"
"05/19/2007","A","11,078"
"05/20/2007","U","10,256"
"05/21/2007","W","6,052"
"05/22/2007","W","5,960"
"05/23/2007","W","6,310"
"05/24/2007","W","6,211"
"05/25/2007","W","6,716"
"05/26/2007","A","4,514"
"05/27/2007","U","4,716"
"05/28/2007","U","11,725"
"05/29/2007","W","13,012"
"05/30/2007","W","13,215"
"05/31/2007","W","6,411"
"06/01/2007","W","14,333"
"06/02/2007","A","11,224"
"06/03/2007","U","10,093"
"06/04/2007","W","5,875"
"06/05/2007","W","6,434"
"06/06/2007","W","6,161"
"06/07/2007","W","6,559"
"06/08/2007","W","7,497"
"06/09/2007","A","5,859"
"06/10/2007","U","4,717"
"06/11/2007","W","12,632"
"06/12/2007","W","14,242"
"06/13/2007","W","13,192"
"06/14/2007","W","15,094"
"06/15/2007","W","15,478"
"06/16/2007","A","11,733"
"06/17/2007","U","10,558"
"06/18/2007","W","5,674"
"06/19/2007","W","6,055"
"06/20/2007","W","6,092"
"06/21/2007","W","6,221"
"06/22/2007","W","6,721"
"06/23/2007","A","5,914"
"06/24/2007","U","10,563"
"06/25/2007","W","14,068"
"06/26/2007","W","13,596"
"06/27/2007","W","14,042"
"06/28/2007","W","6,210"
"06/29/2007","W","16,198"
"06/30/2007","A","14,436"
"07/01/2007","U","13,301"
"07/02/2007","W","5,999"
"07/03/2007","W","7,526"
"07/04/2007","U","4,479"
"07/05/2007","W","11,938"
"07/06/2007","W","13,385"
"07/07/2007","A","6,273"
"07/08/2007","U","3,825"
"07/09/2007","W","5,658"
"07/10/2007","W","5,975"
"07/11/2007","W","6,360"
"07/12/2007","W","6,492"
"07/13/2007","W","16,908"
"07/14/2007","A","14,792"
"07/15/2007","U","11,636"
"07/16/2007","W","12,098"
"07/17/2007","W","13,326"
"07/18/2007","W","15,308"
"07/19/2007","W","14,846"
"07/20/2007","W","16,331"
"07/21/2007","A","14,200"
"07/22/2007","U","11,833"
"07/23/2007","W","5,946"
"07/24/2007","W","6,171"
"07/25/2007","W","6,465"
"07/26/2007","W","6,910"
"07/27/2007","W","6,781"
"07/28/2007","A","5,982"
"07/29/2007","U","4,612"
"07/30/2007","W","14,374"
"07/31/2007","W","13,696"
"08/01/2007","W","13,353"
"08/02/2007","W","16,335"
"08/03/2007","W","17,237"
"08/04/2007","A","15,893"
"08/05/2007","U","13,132"
"08/06/2007","W","6,320"
"08/07/2007","W","5,944"
"08/08/2007","W","5,956"
"08/09/2007","W","6,686"
"08/10/2007","W","6,356"
"08/11/2007","A","7,561"
"08/12/2007","U","6,218"
"08/13/2007","W","5,744"
"08/14/2007","W","12,750"
"08/15/2007","W","11,527"
"08/16/2007","W","16,329"
"08/17/2007","W","15,076"
"08/18/2007","A","14,205"
"08/19/2007","U","9,418"
"08/20/2007","W","13,906"
"08/21/2007","W","5,894"
"08/22/2007","W","5,817"
"08/23/2007","W","5,638"
"08/24/2007","W","6,320"
"08/25/2007","A","5,867"
"08/26/2007","U","4,243"
"08/27/2007","W","6,043"
"08/28/2007","W","12,219"
"08/29/2007","W","13,153"
"08/30/2007","W","13,077"
"08/31/2007","W","17,191"
"09/01/2007","A","12,829"
"09/02/2007","U","13,893"
"09/03/2007","U","10,952"
"09/04/2007","W","11,688"
"09/05/2007","W","13,020"
"09/06/2007","W","13,659"
"09/07/2007","W","7,081"
"09/08/2007","A","5,983"
"09/09/2007","U","4,704"
"09/10/2007","W","13,013"
"09/11/2007","W","6,636"
"09/12/2007","W","6,931"
"09/13/2007","W","7,048"
"09/14/2007","W","7,272"
"09/15/2007","A","5,849"
"09/16/2007","U","4,005"
"09/17/2007","W","12,659"
"09/18/2007","W","12,748"
"09/19/2007","W","12,167"
"09/20/2007","W","7,422"
"09/21/2007","W","16,197"
"09/22/2007","A","13,386"
"09/23/2007","U","11,017"
"09/24/2007","W","6,234"
"09/25/2007","W","6,699"
"09/26/2007","W","6,303"
"09/27/2007","W","6,504"
"09/28/2007","W","7,613"
"09/29/2007","A","6,043"
"09/30/2007","U","3,853"
"10/01/2007","W","6,155"
"10/02/2007","W","6,443"
"10/03/2007","W","6,908"
"10/04/2007","W","6,862"
"10/05/2007","W","7,171"
"10/06/2007","A","16,258"
"10/07/2007","U","8,438"
"10/08/2007","W","5,697"
"10/09/2007","W","6,482"
"10/10/2007","W","6,348"
"10/11/2007","W","6,757"
"10/12/2007","W","7,268"
"10/13/2007","A","4,934"
"10/14/2007","U","3,683"
"10/15/2007","W","6,275"
"10/16/2007","W","6,542"
"10/17/2007","W","6,601"
"10/18/2007","W","6,722"
"10/19/2007","W","6,742"
"10/20/2007","A","5,180"
"10/21/2007","U","3,750"
"10/22/2007","W","6,318"
"10/23/2007","W","6,304"
"10/24/2007","W","6,235"
"10/25/2007","W","6,528"
"10/26/2007","W","6,716"
"10/27/2007","A","5,153"
"10/28/2007","U","4,380"
"10/29/2007","W","6,014"
"10/30/2007","W","6,338"
"10/31/2007","W","6,695"
"11/01/2007","W","6,613"
"11/02/2007","W","6,235"
"11/03/2007","A","4,902"
"11/04/2007","U","3,435"
"11/05/2007","W","6,062"
"11/06/2007","W","6,244"
"11/07/2007","W","6,136"
"11/08/2007","W","6,493"
"11/09/2007","W","6,912"
"11/10/2007","A","4,802"
"11/11/2007","U","3,454"
"11/12/2007","W","5,638"
"11/13/2007","W","6,062"
"11/14/2007","W","6,179"
"11/15/2007","W","6,417"
"11/16/2007","W","6,537"
"11/17/2007","A","4,789"
"11/18/2007","U","3,271"
"11/19/2007","W","5,849"
"11/20/2007","W","5,894"
"11/21/2007","W","5,012"
"11/22/2007","U","1,436"
"11/23/2007","W","2,833"
"11/24/2007","A","3,051"
"11/25/2007","U","2,339"
"11/26/2007","W","5,429"
"11/27/2007","W","5,803"
"11/28/2007","W","5,782"
"11/29/2007","W","6,104"
"11/30/2007","W","6,184"
"12/01/2007","A","4,025"
"12/02/2007","U","2,919"
"12/03/2007","W","5,549"
"12/04/2007","W","5,675"
"12/05/2007","W","5,860"
"12/06/2007","W","5,905"
"12/07/2007","W","5,939"
"12/08/2007","A","4,216"
"12/09/2007","U","2,916"
"12/10/2007","W","5,367"
"12/11/2007","W","5,731"
"12/12/2007","W","5,632"
"12/13/2007","W","5,854"
"12/14/2007","W","5,983"
"12/15/2007","A","3,990"
"12/16/2007","U","2,941"
"12/17/2007","W","5,265"
"12/18/2007","W","5,388"
"12/19/2007","W","5,419"
"12/20/2007","W","5,430"
"12/21/2007","W","5,001"
"12/22/2007","A","3,020"
"12/23/2007","U","1,932"
"12/24/2007","W","1,580"
"12/25/2007","U","613"
"12/26/2007","W","2,613"
"12/27/2007","W","3,750"
"12/28/2007","W","4,007"
"12/29/2007","A","3,505"
"12/30/2007","U","3,421"
"12/31/2007","W","4,442"
"01/01/2008","U","1,958"
"01/02/2008","W","4,480"
"01/03/2008","W","5,048"
"01/04/2008","W","5,227"
"01/05/2008","A","3,597"
"01/06/2008","U","2,859"
"01/07/2008","W","5,620"
"01/08/2008","W","5,586"
"01/09/2008","W","5,772"
"01/10/2008","W","5,975"
"01/11/2008","W","5,910"
"01/12/2008","A","4,031"
"01/13/2008","U","2,920"
"01/14/2008","W","5,477"
"01/15/2008","W","5,700"
"01/16/2008","W","5,782"
"01/17/2008","W","5,732"
"01/18/2008","W","5,568"
"01/19/2008","A","2,749"
"01/20/2008","U","2,252"
"01/21/2008","W","3,837"
"01/22/2008","W","5,614"
"01/23/2008","W","5,729"
"01/24/2008","W","5,525"
"01/25/2008","W","5,336"
"01/26/2008","A","3,954"
"01/27/2008","U","3,085"
"01/28/2008","W","5,670"
"01/29/2008","W","5,778"
"01/30/2008","W","5,488"
"01/31/2008","W","5,818"
"02/01/2008","W","6,354"
"02/02/2008","A","4,284"
"02/03/2008","U","3,520"
"02/04/2008","W","5,645"
"02/05/2008","W","6,106"
"02/06/2008","W","5,873"
"02/07/2008","W","6,294"
"02/08/2008","W","6,353"
"02/09/2008","A","4,326"
"02/10/2008","U","2,562"
"02/11/2008","W","5,215"
"02/12/2008","W","5,547"
"02/13/2008","W","5,935"
"02/14/2008","W","6,173"
"02/15/2008","W","6,092"
"02/16/2008","A","4,461"
"02/17/2008","U","3,283"
"02/18/2008","W","4,504"
"02/19/2008","W","5,556"
"02/20/2008","W","6,076"
"02/21/2008","W","6,647"
"02/22/2008","W","6,490"
"02/23/2008","A","4,499"
"02/24/2008","U","3,079"
"02/25/2008","W","5,580"
"02/26/2008","W","5,928"
"02/27/2008","W","6,037"
"02/28/2008","W","6,246"
"02/29/2008","W","6,178"
"03/01/2008","A","4,055"
"03/02/2008","U","3,056"
"03/03/2008","W","5,366"
"03/04/2008","W","5,878"
"03/05/2008","W","6,148"
"03/06/2008","W","6,212"
"03/07/2008","W","6,205"
"03/08/2008","A","3,996"
"03/09/2008","U","2,977"
"03/10/2008","W","5,819"
"03/11/2008","W","6,457"
"03/12/2008","W","6,305"
"03/13/2008","W","6,507"
"03/14/2008","W","6,975"
"03/15/2008","A","8,062"
"03/16/2008","U","4,412"
"03/17/2008","W","6,158"
"03/18/2008","W","6,100"
"03/19/2008","W","6,172"
"03/20/2008","W","6,265"
"03/21/2008","W","5,461"
"03/22/2008","A","3,777"
"03/23/2008","U","2,276"
"03/24/2008","W","5,451"
"03/25/2008","W","6,130"
"03/26/2008","W","6,106"
"03/27/2008","W","5,930"
"03/28/2008","W","6,591"
"03/29/2008","A","4,482"
"03/30/2008","U","3,444"
"03/31/2008","W","13,013"
"04/01/2008","W","5,740"
"04/02/2008","W","12,570"
"04/03/2008","W","12,091"
"04/04/2008","W","12,008"
"04/05/2008","A","11,487"
"04/06/2008","U","10,373"
"04/07/2008","W","5,502"
"04/08/2008","W","5,432"
"04/09/2008","W","5,825"
"04/10/2008","W","5,279"
"04/11/2008","W","6,037"
"04/12/2008","A","4,271"
"04/13/2008","U","3,263"
"04/14/2008","W","5,402"
"04/15/2008","W","12,039"
"04/16/2008","W","12,324"
"04/17/2008","W","12,724"
"04/18/2008","W","12,381"
"04/19/2008","A","11,737"
"04/20/2008","U","11,365"
"04/21/2008","W","11,843"
"04/22/2008","W","13,058"
"04/23/2008","W","5,557"
"04/24/2008","W","5,791"
"04/25/2008","W","6,021"
"04/26/2008","A","4,139"
"04/27/2008","U","3,078"
"04/28/2008","W","5,017"
"04/29/2008","W","11,622"
"04/30/2008","W","12,399"
"05/01/2008","W","12,807"
"05/02/2008","W","5,798"
"05/03/2008","A","4,499"
"05/04/2008","U","3,732"
"05/05/2008","W","5,557"
"05/06/2008","W","5,702"
"05/07/2008","W","5,615"
"05/08/2008","W","5,767"
"05/09/2008","W","13,807"
"05/10/2008","A","11,299"
"05/11/2008","U","6,775"
"05/12/2008","W","12,534"
"05/13/2008","W","12,906"
"05/14/2008","W","12,594"
"05/15/2008","W","14,002"
"05/16/2008","W","14,436"
"05/17/2008","A","11,438"
"05/18/2008","U","9,912"
"05/19/2008","W","5,310"
"05/20/2008","W","5,289"
"05/21/2008","W","5,595"
"05/22/2008","W","5,789"
"05/23/2008","W","6,134"
"05/24/2008","A","5,197"
"05/25/2008","U","4,864"
"05/26/2008","U","11,965"
"05/27/2008","W","12,435"
"05/28/2008","W","11,888"
"05/29/2008","W","12,538"
"05/30/2008","W","13,336"
"05/31/2008","A","11,072"
"06/01/2008","U","10,374"
"06/02/2008","W","5,348"
"06/03/2008","W","5,528"
"06/04/2008","W","5,593"
"06/05/2008","W","5,752"
"06/06/2008","W","6,426"
"06/07/2008","A","4,819"
"06/08/2008","U","4,035"
"06/09/2008","W","5,671"
"06/10/2008","W","12,746"
"06/11/2008","W","13,896"
"06/12/2008","W","16,327"
"06/13/2008","W","6,106"
"06/14/2008","A","5,094"
"06/15/2008","U","3,989"
"06/16/2008","W","5,312"
"06/17/2008","W","5,657"
"06/18/2008","W","5,710"
"06/19/2008","W","5,831"
"06/20/2008","W","15,821"
"06/21/2008","A","15,964"
"06/22/2008","U","8,690"
"06/23/2008","W","5,986"
"06/24/2008","W","12,843"
"06/25/2008","W","13,698"
"06/26/2008","W","16,562"
"06/27/2008","W","6,468"
"06/28/2008","A","7,679"
"06/29/2008","U","12,852"
"06/30/2008","W","5,873"
"07/01/2008","W","5,643"
"07/02/2008","W","5,748"
"07/03/2008","W","7,026"
"07/04/2008","U","4,742"
"07/05/2008","A","6,194"
"07/06/2008","U","4,370"
"07/07/2008","W","5,215"
"07/08/2008","W","13,633"
"07/09/2008","W","14,278"
"07/10/2008","W","15,796"
"07/11/2008","W","16,165"
"07/12/2008","A","13,370"
"07/13/2008","U","12,064"
"07/14/2008","W","5,350"
"07/15/2008","W","5,523"
"07/16/2008","W","5,595"
"07/17/2008","W","5,814"
"07/18/2008","W","6,553"
"07/19/2008","A","4,944"
"07/20/2008","U","4,310"
"07/21/2008","W","5,543"
"07/22/2008","W","5,597"
"07/23/2008","W","6,023"
"07/24/2008","W","14,919"
"07/25/2008","W","17,040"
"07/26/2008","A","14,613"
"07/27/2008","U","11,682"
"07/28/2008","W","5,378"
"07/29/2008","W","10,151"
"07/30/2008","W","5,644"
"07/31/2008","W","6,123"
"08/01/2008","W","18,167"
"08/02/2008","A","15,407"
"08/03/2008","U","13,855"
"08/04/2008","W","15,426"
"08/05/2008","W","14,901"
"08/06/2008","W","15,067"
"08/07/2008","W","6,462"
"08/08/2008","W","17,879"
"08/09/2008","A","17,236"
"08/10/2008","U","12,938"
"08/11/2008","W","6,023"
"08/12/2008","W","5,533"
"08/13/2008","W","5,200"
"08/14/2008","W","5,585"
"08/15/2008","W","6,175"
"08/16/2008","A","5,565"
"08/17/2008","U","4,821"
"08/18/2008","W","5,166"
"08/19/2008","W","12,723"
"08/20/2008","W","12,608"
"08/21/2008","W","14,792"
"08/22/2008","W","15,680"
"08/23/2008","A","12,505"
"08/24/2008","U","10,633"
"08/25/2008","W","5,113"
"08/26/2008","W","5,367"
"08/27/2008","W","5,333"
"08/28/2008","W","11,919"
"08/29/2008","W","15,420"
"08/30/2008","A","12,534"
"08/31/2008","U","12,272"
"09/01/2008","U","10,599"
"09/02/2008","W","11,921"
"09/03/2008","W","12,692"
"09/04/2008","W","5,634"
"09/05/2008","W","6,313"
"09/06/2008","A","5,512"
"09/07/2008","U","4,412"
"09/08/2008","W","5,269"
"09/09/2008","W","5,892"
"09/10/2008","W","5,866"
"09/11/2008","W","6,196"
"09/12/2008","W","6,640"
"09/13/2008","A","4,684"
"09/14/2008","U","3,658"
"09/15/2008","W","5,726"
"09/16/2008","W","12,297"
"09/17/2008","W","13,356"
"09/18/2008","W","14,671"
"09/19/2008","W","15,711"
"09/20/2008","A","16,565"
"09/21/2008","U","12,375"
"09/22/2008","W","5,849"
"09/23/2008","W","5,901"
"09/24/2008","W","6,076"
"09/25/2008","W","6,560"
"09/26/2008","W","6,430"
"09/27/2008","A","6,709"
"09/28/2008","U","4,884"
"09/29/2008","W","5,703"
"09/30/2008","W","5,968"
"10/01/2008","W","14,478"
"10/02/2008","W","12,811"
"10/03/2008","W","9,121"
"10/04/2008","A","5,449"
"10/05/2008","U","4,299"
"10/06/2008","W","5,726"
"10/07/2008","W","5,592"
"10/08/2008","W","5,739"
"10/09/2008","W","6,426"
"10/10/2008","W","6,789"
"10/11/2008","A","6,560"
"10/12/2008","U","8,985"
"10/13/2008","W","5,491"
"10/14/2008","W","5,899"
"10/15/2008","W","5,860"
"10/16/2008","W","6,231"
"10/17/2008","W","6,552"
"10/18/2008","A","6,120"
"10/19/2008","U","4,325"
"10/20/2008","W","5,471"
"10/21/2008","W","5,751"
"10/22/2008","W","5,831"
"10/23/2008","W","6,023"
"10/24/2008","W","5,919"
"10/25/2008","A","5,484"
"10/26/2008","U","3,798"
"10/27/2008","W","5,573"
"10/28/2008","W","5,706"
"10/29/2008","W","5,811"
"10/30/2008","W","6,191"
"10/31/2008","W","7,977"
"11/01/2008","A","7,892"
"11/02/2008","U","4,159"
"11/03/2008","W","5,714"
"11/04/2008","W","7,049"
"11/05/2008","W","5,728"
"11/06/2008","W","6,035"
"11/07/2008","W","6,007"
"11/08/2008","A","5,847"
"11/09/2008","U","4,052"
"11/10/2008","W","5,330"
"11/11/2008","W","5,250"
"11/12/2008","W","5,570"
"11/13/2008","W","5,759"
"11/14/2008","W","6,347"
"11/15/2008","A","5,777"
"11/16/2008","U","4,015"
"11/17/2008","W","5,232"
"11/18/2008","W","5,633"
"11/19/2008","W","5,569"
"11/20/2008","W","5,606"
"11/21/2008","W","6,001"
"11/22/2008","A","5,786"
"11/23/2008","U","3,841"
"11/24/2008","W","5,241"
"11/25/2008","W","5,549"
"11/26/2008","W","4,811"
"11/27/2008","U","1,810"
"11/28/2008","W","2,848"
"11/29/2008","A","3,115"
"11/30/2008","U","2,380"
"12/01/2008","W","4,869"
"12/02/2008","W","5,218"
"12/03/2008","W","5,492"
"12/04/2008","W","5,604"
"12/05/2008","W","5,514"
"12/06/2008","A","4,314"
"12/07/2008","U","3,176"
"12/08/2008","W","5,080"
"12/09/2008","W","5,093"
"12/10/2008","W","5,375"
"12/11/2008","W","5,593"
"12/12/2008","W","5,452"
"12/13/2008","A","4,717"
"12/14/2008","U","3,487"
"12/15/2008","W","4,687"
"12/16/2008","W","5,019"
"12/17/2008","W","5,341"
"12/18/2008","W","5,306"
"12/19/2008","W","5,648"
"12/20/2008","A","3,847"
"12/21/2008","U","2,090"
"12/22/2008","W","3,785"
"12/23/2008","W","3,490"
"12/24/2008","W","2,087"
"12/25/2008","U","569"
"12/26/2008","W","2,163"
"12/27/2008","A","2,327"
"12/28/2008","U","2,370"
"12/29/2008","W","3,949"
"12/30/2008","W","4,548"
"12/31/2008","W","5,561"
"01/01/2009","U","13,672"
"01/02/2009","W","4,542"
"01/03/2009","A","3,694"
"01/04/2009","U","2,854"
"01/05/2009","W","5,062"
"01/06/2009","W","5,141"
"01/07/2009","W","5,204"
"01/08/2009","W","5,200"
"01/09/2009","W","5,723"
"01/10/2009","A","3,947"
"01/11/2009","U","3,217"
"01/12/2009","W","5,303"
"01/13/2009","W","5,263"
"01/14/2009","W","5,189"
"01/15/2009","W","4,599"
"01/16/2009","W","4,980"
"01/17/2009","A","3,809"
"01/18/2009","U","3,485"
"01/19/2009","W","3,891"
"01/20/2009","W","5,181"
"01/21/2009","W","5,369"
"01/22/2009","W","5,889"
"01/23/2009","W","5,583"
"01/24/2009","A","4,274"
"01/25/2009","U","3,161"
"01/26/2009","W","5,217"
"01/27/2009","W","5,436"
"01/28/2009","W","5,529"
"01/29/2009","W","5,473"
"01/30/2009","W","5,733"
"01/31/2009","A","4,651"
"02/01/2009","U","3,716"
"02/02/2009","W","5,165"
"02/03/2009","W","5,239"
"02/04/2009","W","5,540"
"02/05/2009","W","5,577"
"02/06/2009","W","5,822"
"02/07/2009","A","6,660"
"02/08/2009","U","3,468"
"02/09/2009","W","5,446"
"02/10/2009","W","5,734"
"02/11/2009","W","5,555"
"02/12/2009","W","5,608"
"02/13/2009","W","6,121"
"02/14/2009","A","5,083"
"02/15/2009","U","3,723"
"02/16/2009","W","4,559"
"02/17/2009","W","5,645"
"02/18/2009","W","6,011"
"02/19/2009","W","6,392"
"02/20/2009","W","6,251"
"02/21/2009","A","4,674"
"02/22/2009","U","3,323"
"02/23/2009","W","5,525"
"02/24/2009","W","6,045"
"02/25/2009","W","5,822"
"02/26/2009","W","5,420"
